Data da Venda,Nome do Produto,Quantidade Vendida,Valor Unitário (R$),Valor Total (R$),Franquia,Nome do Vendedor,Localização da Franquia,Canal de Venda
2023-02-24,Chocolate Com Avelã,7,14.98,104.86,ChocoFranq 9,Kamilly Sales,RJ,Online
2024-02-19,Chocolate Trufado,7,14.99,104.93,ChocoFranq 5,Fernando Silva,SC,Online
2023-11-04,Chocolate Com Caramelo,20,19.57,391.4,ChocoFranq 2,Rafaela Peixoto,PE,Franquia
2023-04-15,Chocolate Recheado,20,39.29,785.8,ChocoFranq 10,Juliana Pinto,RS,Franquia
2024-04-01,Chocolate Com Amêndoas,20,8.38,167.6,ChocoFranq 6,Lorenzo Silva,RS,Franquia
2023-11-19,Chocolate Com Morango,19,24.02,456.38,ChocoFranq 4,Luiz Gustavo Carvalho,BA,Franquia
2023-11-20,Chocolate Trufado,17,34.06,579.02,ChocoFranq 7,Marcela Dias,CE,Online
2023-05-11,Chocolate Trufado,15,22.11,331.65,ChocoFranq 1,Valentina Teixeira,SP,Franquia
2023-07-23,Chocolate Trufado,19,23.65,449.35,ChocoFranq 10,Juliana Pinto,RS,Online
2023-03-31,Chocolate Com Castanha,18,33.23,598.14,ChocoFranq 6,Kamilly Sales,RJ,Online
2024-02-09,Chocolate Ao Leite,8,43.33,346.64,ChocoFranq 9,Kamilly Sales,RS,Franquia
2023-01-20,Chocolate Meio Amargo,3,21.24,63.72,ChocoFranq 1,Luiz Gustavo Carvalho,CE,Franquia
2023-06-08,Chocolate Recheado,19,24.19,459.61,ChocoFranq 7,Rafael Moura,MG,Online
2023-12-04,Chocolate Diet,13,15.08,196.04,ChocoFranq 3,Nicolas Rezende,PE,Franquia
2023-07-14,Chocolate Com Menta,15,7.95,119.25,ChocoFranq 4,João Gabriel Cavalcanti,RJ,Online
2023-06-16,Chocolate Branco,14,21.5,301.0,ChocoFranq 5,Guilherme Porto,RJ,Franquia
2023-11-07,Chocolate Com Menta,18,6.29,113.22,ChocoFranq 6,Henrique Araújo,SC,Online
2024-01-30,Chocolate Trufado,3,13.78,41.34,ChocoFranq 3,Davi Lucca da Cunha,SP,Online
2023-04-26,Chocolate Com Avelã,9,15.24,137.16,ChocoFranq 5,Nicolas Rezende,RJ,Franquia
2023-06-11,Chocolate 70% Cacau,5,20.83,104.15,ChocoFranq 4,Isadora Moura,RS,Franquia
2023-04-06,Chocolate Zero Açúcar,10,26.64,266.4,ChocoFranq 8,Dr. Enzo Gabriel Fogaça,RJ,Online
2023-06-12,Chocolate Branco,7,19.01,133.07,ChocoFranq 1,Calebe Freitas,DF,Franquia
2023-02-24,Chocolate Branco,14,38.5,539.0,ChocoFranq 6,Juliana Pinto,RS,Online
2023-12-05,Chocolate Com Castanha,7,25.02,175.14,ChocoFranq 8,Calebe Freitas,PE,Franquia
2023-12-12,Chocolate Meio Amargo,13,5.63,73.19,ChocoFranq 4,Juliana Pinto,RJ,Online
2024-03-18,Chocolate Com Menta,7,21.27,148.89,ChocoFranq 9,Lorenzo Silva,MG,Franquia
2023-01-27,Chocolate Meio Amargo,19,31.53,599.07,ChocoFranq 2,Maria Fernanda Costa,SP,Franquia
2023-03-13,Chocolate 70% Cacau,12,20.93,251.16,ChocoFranq 4,Davi Lucca da Cunha,RJ,Franquia
2023-09-24,Chocolate Vegano,20,19.3,386.0,ChocoFranq 7,Ana Júlia Santos,SP,Franquia
2023-07-16,Chocolate Zero Açúcar,2,48.56,97.12,ChocoFranq 7,Dr. Ryan Caldeira,PR,Online
2023-09-13,Chocolate Com Morango,7,38.23,267.61,ChocoFranq 2,Kamilly Sales,CE,Franquia
2023-02-20,Chocolate Com Caramelo,11,23.84,262.24,ChocoFranq 2,Calebe Freitas,BA,Franquia
2023-08-19,Chocolate 70% Cacau,19,15.09,286.71,ChocoFranq 4,Maria Fernanda Costa,RS,Franquia
2023-09-21,Chocolate Com Amêndoas,6,24.92,149.52,ChocoFranq 2,Davi Lucas Costa,SP,Franquia
2023-09-07,Chocolate Diet,11,16.28,179.08,ChocoFranq 3,Alexandre Freitas,SP,Franquia
2023-01-17,Chocolate Recheado,12,24.15,289.8,ChocoFranq 2,Lorenzo Silva,DF,Franquia
2023-10-17,Chocolate Trufado,11,17.12,188.32,ChocoFranq 10,Leandro Oliveira,MG,Franquia
2024-03-25,Chocolate Com Amêndoas,1,5.29,5.29,ChocoFranq 7,Calebe Freitas,RJ,Franquia
2023-03-30,Chocolate Trufado,1,37.59,37.59,ChocoFranq 5,Maria Fernanda Costa,MG,Online
2024-04-19,Chocolate Com Castanha,3,10.34,31.02,ChocoFranq 1,Juliana Farias,BA,Franquia
2024-01-17,Chocolate Diet,18,40.13,722.34,ChocoFranq 1,Rafaela Peixoto,MG,Franquia
2023-04-05,Chocolate Com Amêndoas,1,37.17,37.17,ChocoFranq 6,Isadora Moura,SC,Franquia
2023-09-11,Chocolate Vegano,18,43.38,780.84,ChocoFranq 1,Ana Júlia Santos,PE,Online
2024-04-10,Chocolate Com Morango,6,29.6,177.6,ChocoFranq 2,Valentina Teixeira,BA,Franquia
2024-05-13,Chocolate Zero Açúcar,1,21.85,21.85,ChocoFranq 4,Leandro Moreira,RS,Online
2023-02-18,Chocolate 70% Cacau,4,15.99,63.96,ChocoFranq 1,Isaac Costa,DF,Franquia
2023-06-27,Chocolate Com Castanha,15,42.17,632.55,ChocoFranq 3,Alexandre Freitas,DF,Franquia
2023-09-29,Chocolate Vegano,2,33.1,66.2,ChocoFranq 5,Alexandre Freitas,SP,Online
2023-01-11,Chocolate Vegano,11,27.67,304.37,ChocoFranq 9,Juliana Pinto,PE,Franquia
2024-04-13,Chocolate Recheado,9,8.59,77.31,ChocoFranq 5,Maria Fernanda Costa,BA,Online
2023-08-04,Chocolate Com Castanha,10,44.85,448.5,ChocoFranq 5,Dr. Enzo Gabriel Fogaça,SP,Online
2023-01-14,Chocolate Com Caramelo,15,44.8,672.0,ChocoFranq 9,Rafael Moura,CE,Franquia
2023-11-19,Chocolate Com Morango,13,26.42,343.46,ChocoFranq 9,Leandro Moreira,CE,Franquia
2023-02-10,Chocolate Com Amêndoas,12,44.76,537.12,ChocoFranq 1,Maria Fernanda Costa,MG,Franquia
2023-03-28,Chocolate Diet,7,17.57,122.99,ChocoFranq 2,Ana Júlia Santos,SP,Franquia
2023-05-10,Chocolate Branco,13,35.14,456.82,ChocoFranq 3,Guilherme Porto,PE,Online
2023-04-13,Chocolate Com Castanha,3,7.48,22.44,ChocoFranq 6,Lorenzo Silva,CE,Franquia
2023-01-06,Chocolate Branco,18,47.29,851.22,ChocoFranq 3,Rafael Moura,BA,Online
2023-01-31,Chocolate Zero Açúcar,12,29.61,355.32,ChocoFranq 8,Juliana Pinto,RJ,Online
2023-02-16,Chocolate Zero Açúcar,5,28.51,142.55,ChocoFranq 3,Juliana Pinto,CE,Online
2024-02-02,Chocolate Com Castanha,8,18.19,145.52,ChocoFranq 5,Nicolas Rezende,PE,Franquia
2024-02-25,Chocolate Recheado,20,29.11,582.2,ChocoFranq 5,Sr. Breno Silva,PR,Online
2023-11-12,Chocolate Com Castanha,3,18.42,55.26,ChocoFranq 9,Juliana Pinto,DF,Franquia
2024-05-08,Chocolate Diet,13,10.01,130.13,ChocoFranq 1,Marcela Dias,CE,Franquia
2023-03-14,Chocolate Zero Açúcar,20,30.91,618.2,ChocoFranq 9,Sr. Breno Silva,MG,Franquia
2024-02-28,Chocolate 70% Cacau,17,18.94,321.98,ChocoFranq 1,Catarina Farias,CE,Online
2023-10-29,Chocolate Diet,11,49.38,543.18,ChocoFranq 3,Valentina Teixeira,RS,Franquia
2023-11-15,Chocolate Vegano,9,48.91,440.19,ChocoFranq 1,Lorenzo Silva,PE,Online
2023-07-30,Chocolate Trufado,4,24.81,99.24,ChocoFranq 1,João Gabriel Cavalcanti,SC,Franquia
2024-01-15,Chocolate Vegano,10,45.78,457.8,ChocoFranq 1,Marcela Dias,PR,Online
2023-04-25,Chocolate Com Avelã,6,9.29,55.74,ChocoFranq 6,Nicolas Rezende,DF,Franquia
2023-04-24,Chocolate 70% Cacau,16,17.73,283.68,ChocoFranq 4,Rafael Moura,BA,Online
2024-03-15,Chocolate 70% Cacau,6,14.16,84.96,ChocoFranq 6,Isaac Costa,SP,Franquia
2024-04-26,Chocolate Ao Leite,7,32.03,224.21,ChocoFranq 10,Kamilly Sales,SP,Franquia
2024-01-04,Chocolate Com Amêndoas,7,42.23,295.61,ChocoFranq 10,Davi Lucca da Cunha,SC,Franquia
2024-03-11,Chocolate 70% Cacau,10,15.21,152.1,ChocoFranq 5,Rafael Moura,BA,Online
2023-08-12,Chocolate Com Morango,6,33.47,200.82,ChocoFranq 7,Davi Lucas Costa,CE,Franquia
2023-07-14,Chocolate Recheado,2,8.18,16.36,ChocoFranq 10,Isaac Costa,CE,Franquia
2023-03-23,Chocolate Com Morango,6,26.92,161.52,ChocoFranq 8,Nicole Rodrigues,PE,Online
2023-09-07,Chocolate 70% Cacau,14,12.88,180.32,ChocoFranq 10,Juliana Pinto,MG,Franquia
2023-11-26,Chocolate Com Morango,10,26.54,265.4,ChocoFranq 10,Catarina Farias,DF,Franquia
2023-11-26,Chocolate Zero Açúcar,4,36.9,147.6,ChocoFranq 6,Rafael Moura,SC,Franquia
2024-02-03,Chocolate Ao Leite,8,23.4,187.2,ChocoFranq 6,Davi Lucca da Cunha,SP,Online
2023-02-26,Chocolate Diet,2,41.88,83.76,ChocoFranq 2,Sr. Breno Silva,SC,Franquia
2023-09-18,Chocolate Zero Açúcar,10,29.07,290.7,ChocoFranq 2,Isaac Costa,RS,Online
2023-05-05,Chocolate Diet,7,42.87,300.09,ChocoFranq 4,Lorenzo Silva,PE,Franquia
2023-04-03,Chocolate Com Caramelo,14,17.08,239.12,ChocoFranq 10,Catarina Farias,BA,Franquia
2023-08-14,Chocolate Ao Leite,3,20.26,60.78,ChocoFranq 7,Rafaela Peixoto,RJ,Franquia
2023-02-22,Chocolate Com Menta,7,15.19,106.33,ChocoFranq 1,Henrique Araújo,MG,Franquia
2023-10-24,Chocolate 70% Cacau,3,5.72,17.16,ChocoFranq 3,Maria Fernanda Costa,PR,Online
2023-03-31,Chocolate Trufado,12,40.52,486.24,ChocoFranq 3,Ana Júlia Santos,PE,Online
2023-12-03,Chocolate Com Menta,3,43.68,131.04,ChocoFranq 5,João Gabriel Cavalcanti,PR,Franquia
2023-05-08,Chocolate Com Amêndoas,10,23.8,238.0,ChocoFranq 4,Guilherme Porto,DF,Franquia
2024-05-01,Chocolate Zero Açúcar,5,22.9,114.5,ChocoFranq 5,João Gabriel Cavalcanti,SC,Franquia
2023-10-03,Chocolate Branco,15,36.77,551.55,ChocoFranq 8,Davi Lucas Costa,PE,Franquia
2023-10-30,Chocolate Com Avelã,7,19.25,134.75,ChocoFranq 1,Olivia da Mota,PR,Franquia
2024-02-14,Chocolate Com Menta,18,29.46,530.28,ChocoFranq 9,Maria Fernanda Costa,MG,Franquia
2023-03-09,Chocolate Com Amêndoas,16,30.39,486.24,ChocoFranq 9,Fernando Silva,CE,Online
2023-10-03,Chocolate Com Avelã,9,46.91,422.19,ChocoFranq 9,Ana Júlia Santos,BA,Franquia
2023-08-11,Chocolate Diet,20,26.25,525.0,ChocoFranq 10,Isaac Costa,PE,Franquia
2023-09-04,Chocolate Com Caramelo,3,44.98,134.94,ChocoFranq 1,Davi Lucas Costa,DF,Franquia
2023-11-20,Chocolate Meio Amargo,5,12.36,61.8,ChocoFranq 10,Isadora Moura,CE,Online
2023-12-31,Chocolate Com Castanha,4,12.82,51.28,ChocoFranq 1,Rafael Moura,PE,Online
2024-03-24,Chocolate Trufado,7,34.37,240.59,ChocoFranq 5,Kamilly Sales,MG,Franquia
2023-02-13,Chocolate Com Menta,7,29.69,207.83,ChocoFranq 9,Rafaela Peixoto,MG,Online
2024-02-03,Chocolate 70% Cacau,6,21.93,131.58,ChocoFranq 4,Valentina Teixeira,SP,Online
2023-06-27,Chocolate Diet,8,8.86,70.88,ChocoFranq 10,Sr. Breno Silva,RS,Online
2023-01-20,Chocolate Com Caramelo,9,42.86,385.74,ChocoFranq 5,Davi Lucas Costa,DF,Franquia
2023-05-10,Chocolate Branco,8,30.1,240.8,ChocoFranq 10,Dr. Enzo Gabriel Fogaça,SP,Franquia
2023-08-02,Chocolate Com Amêndoas,11,16.26,178.86,ChocoFranq 4,Dr. Enzo Gabriel Fogaça,RS,Online
2023-06-08,Chocolate Ao Leite,15,35.63,534.45,ChocoFranq 5,Guilherme Porto,RJ,Online
2023-03-12,Chocolate Meio Amargo,4,6.77,27.08,ChocoFranq 7,Davi Lucas Costa,MG,Online
2024-03-30,Chocolate Ao Leite,19,25.19,478.61,ChocoFranq 3,Fernando Silva,RS,Online
2023-03-17,Chocolate Com Castanha,18,40.09,721.62,ChocoFranq 4,Juliana Pinto,BA,Online
2023-10-11,Chocolate Diet,18,22.08,397.44,ChocoFranq 6,Nicole Rodrigues,RJ,Franquia
2024-05-05,Chocolate Vegano,4,39.79,159.16,ChocoFranq 5,Olivia da Mota,BA,Online
2024-02-22,Chocolate Com Menta,13,19.87,258.31,ChocoFranq 6,Calebe Freitas,MG,Franquia
2023-10-10,Chocolate Branco,1,47.89,47.89,ChocoFranq 6,Rafaela Peixoto,MG,Franquia
2023-09-28,Chocolate Zero Açúcar,14,26.31,368.34,ChocoFranq 10,Catarina Farias,PR,Franquia
2023-11-30,Chocolate Zero Açúcar,4,9.53,38.12,ChocoFranq 2,Isaac Costa,RJ,Franquia
2023-01-12,Chocolate Zero Açúcar,1,25.22,25.22,ChocoFranq 2,Juliana Pinto,PR,Franquia
2023-03-02,Chocolate Meio Amargo,6,48.12,288.72,ChocoFranq 5,Sr. Breno Silva,SP,Online
2023-01-17,Chocolate Vegano,15,10.87,163.05,ChocoFranq 6,Ana Júlia Santos,BA,Franquia
2023-07-08,Chocolate Vegano,18,43.48,782.64,ChocoFranq 9,Dr. Ryan Caldeira,RS,Franquia
2023-05-04,Chocolate Diet,6,29.68,178.08,ChocoFranq 4,Kamilly Sales,SP,Online
2023-07-16,Chocolate Meio Amargo,19,39.72,754.68,ChocoFranq 9,Maria Fernanda Costa,PR,Online
2024-04-24,Chocolate Vegano,3,17.54,52.62,ChocoFranq 7,Alexandre Freitas,PE,Franquia
2023-06-26,Chocolate Trufado,16,22.79,364.64,ChocoFranq 8,Juliana Pinto,PR,Online
2023-03-09,Chocolate Recheado,18,19.82,356.76,ChocoFranq 4,Nicolas Rezende,MG,Franquia
2023-05-10,Chocolate 70% Cacau,10,7.21,72.1,ChocoFranq 7,Calebe Freitas,PR,Online
2024-01-13,Chocolate Com Caramelo,8,24.35,194.8,ChocoFranq 2,Valentina Teixeira,DF,Franquia
2023-07-20,Chocolate Com Menta,15,38.38,575.7,ChocoFranq 1,Juliana Pinto,BA,Online
2023-08-10,Chocolate Com Menta,19,28.52,541.88,ChocoFranq 10,Maria Fernanda Costa,SP,Franquia
2023-07-10,Chocolate Vegano,1,6.02,6.02,ChocoFranq 10,Lorenzo Silva,CE,Franquia
2023-07-22,Chocolate Com Caramelo,6,47.09,282.54,ChocoFranq 4,Valentina Teixeira,MG,Franquia
2024-04-11,Chocolate Com Avelã,11,39.37,433.07,ChocoFranq 10,Marcela Dias,MG,Online
2023-12-20,Chocolate Meio Amargo,13,43.07,559.91,ChocoFranq 5,Guilherme Porto,CE,Franquia
2023-11-16,Chocolate Trufado,9,42.12,379.08,ChocoFranq 10,Marcela Dias,RJ,Franquia
2023-10-01,Chocolate Vegano,8,30.12,240.96,ChocoFranq 7,João Gabriel Cavalcanti,SP,Online
2023-04-25,Chocolate Meio Amargo,16,40.1,641.6,ChocoFranq 10,Isaac Costa,CE,Franquia
2023-01-16,Chocolate Vegano,10,25.32,253.2,ChocoFranq 6,Valentina Teixeira,DF,Online
2024-03-07,Chocolate Branco,4,11.5,46.0,ChocoFranq 9,Luiz Gustavo Carvalho,SC,Franquia
2023-06-01,Chocolate 70% Cacau,8,11.53,92.24,ChocoFranq 6,Henrique Araújo,PE,Franquia
2024-03-19,Chocolate Trufado,15,12.23,183.45,ChocoFranq 3,Olivia da Mota,RS,Franquia
2023-04-28,Chocolate Com Castanha,13,6.63,86.19,ChocoFranq 10,Calebe Freitas,RJ,Online
2023-07-25,Chocolate Com Menta,3,16.72,50.16,ChocoFranq 3,Henrique Araújo,SP,Franquia
2023-04-29,Chocolate Com Amêndoas,19,38.59,733.21,ChocoFranq 4,Luiz Gustavo Carvalho,CE,Online
2024-03-01,Chocolate Com Castanha,2,34.56,69.12,ChocoFranq 2,Valentina Teixeira,DF,Online
2023-05-28,Chocolate Ao Leite,10,21.79,217.9,ChocoFranq 8,Juliana Pinto,PR,Franquia
2023-11-27,Chocolate Com Amêndoas,9,26.66,239.94,ChocoFranq 2,Rafael Moura,PE,Online
2024-04-30,Chocolate Com Menta,1,6.45,6.45,ChocoFranq 1,Catarina Farias,CE,Online
2023-09-25,Chocolate Zero Açúcar,19,44.72,849.68,ChocoFranq 10,Davi Lucca da Cunha,PE,Franquia
2024-03-07,Chocolate Vegano,9,44.22,397.98,ChocoFranq 8,Guilherme Porto,PR,Franquia
2024-03-12,Chocolate Vegano,10,28.54,285.4,ChocoFranq 1,Alexandre Freitas,MG,Franquia
2024-05-03,Chocolate Branco,6,27.16,162.96,ChocoFranq 1,Lorenzo Silva,SP,Online
2023-07-03,Chocolate Com Caramelo,6,30.04,180.24,ChocoFranq 8,Sr. Breno Silva,BA,Online
2023-09-29,Chocolate Zero Açúcar,14,33.64,470.96,ChocoFranq 3,Isadora Moura,PR,Online
2024-01-23,Chocolate Vegano,8,37.32,298.56,ChocoFranq 3,Juliana Pinto,PR,Online
2023-09-29,Chocolate Zero Açúcar,19,30.57,580.83,ChocoFranq 4,Juliana Farias,PR,Online
2023-12-02,Chocolate Com Morango,4,17.55,70.2,ChocoFranq 10,Luiz Gustavo Carvalho,RS,Franquia
2023-09-21,Chocolate Com Avelã,18,19.97,359.46,ChocoFranq 1,Ana Júlia Santos,DF,Online
2023-02-22,Chocolate Recheado,17,8.91,151.47,ChocoFranq 8,Nicolas Rezende,MG,Franquia
2024-05-14,Chocolate Trufado,20,39.58,791.6,ChocoFranq 9,Luiz Gustavo Carvalho,RJ,Franquia
2024-02-20,Chocolate Branco,17,27.41,465.97,ChocoFranq 9,Olivia da Mota,DF,Franquia
2023-09-13,Chocolate Com Caramelo,6,5.95,35.7,ChocoFranq 10,Isaac Costa,BA,Franquia
2023-07-25,Chocolate Zero Açúcar,11,22.25,244.75,ChocoFranq 5,Henrique Araújo,MG,Franquia
2024-05-06,Chocolate 70% Cacau,15,10.93,163.95,ChocoFranq 10,Isadora Moura,SP,Franquia
2024-04-27,Chocolate Branco,13,34.56,449.28,ChocoFranq 5,Luiz Gustavo Carvalho,SC,Online
2023-08-20,Chocolate Branco,19,15.92,302.48,ChocoFranq 4,Alexandre Freitas,RJ,Online
2023-10-24,Chocolate Com Menta,13,19.91,258.83,ChocoFranq 8,Rafael Moura,PE,Online
2023-12-24,Chocolate 70% Cacau,10,24.29,242.9,ChocoFranq 5,Juliana Farias,PR,Online
2023-06-18,Chocolate Vegano,18,23.67,426.06,ChocoFranq 1,Juliana Pinto,PR,Online
2024-02-29,Chocolate Diet,17,15.42,262.14,ChocoFranq 1,Isadora Moura,MG,Online
2024-01-27,Chocolate Ao Leite,6,32.5,195.0,ChocoFranq 2,Maria Fernanda Costa,BA,Franquia
2023-11-16,Chocolate Com Caramelo,8,22.21,177.68,ChocoFranq 5,Catarina Farias,MG,Online
2023-01-11,Chocolate Com Castanha,15,11.77,176.55,ChocoFranq 10,Luiz Gustavo Carvalho,SC,Online
2024-03-26,Chocolate Com Menta,15,21.13,316.95,ChocoFranq 7,Nicole Rodrigues,PR,Online
2024-04-22,Chocolate Trufado,13,33.88,440.44,ChocoFranq 1,Davi Lucas Costa,PE,Online
2023-02-20,Chocolate Vegano,3,32.8,98.4,ChocoFranq 4,Maria Fernanda Costa,CE,Franquia
2024-04-21,Chocolate Meio Amargo,4,32.61,130.44,ChocoFranq 3,Lorenzo Silva,RJ,Online
2023-04-27,Chocolate Trufado,16,19.33,309.28,ChocoFranq 7,Dr. Ryan Caldeira,DF,Franquia
2023-01-22,Chocolate Com Morango,14,30.47,426.58,ChocoFranq 8,Dr. Enzo Gabriel Fogaça,RJ,Online
2023-07-21,Chocolate Com Morango,3,26.22,78.66,ChocoFranq 6,Kamilly Sales,DF,Online
2023-05-21,Chocolate Com Menta,5,42.59,212.95,ChocoFranq 4,Catarina Farias,SC,Online
2023-12-18,Chocolate Recheado,3,26.02,78.06,ChocoFranq 10,Calebe Freitas,MG,Franquia
2023-10-07,Chocolate Com Amêndoas,18,13.86,249.48,ChocoFranq 9,Catarina Farias,MG,Franquia
2023-06-20,Chocolate Recheado,5,21.88,109.4,ChocoFranq 7,Fernando Silva,PR,Online
2024-03-13,Chocolate Com Castanha,14,6.56,91.84,ChocoFranq 5,Rafael Moura,SP,Online
2023-08-30,Chocolate Com Caramelo,5,46.51,232.55,ChocoFranq 7,Henrique Araújo,SC,Online
2023-05-12,Chocolate Com Caramelo,11,27.25,299.75,ChocoFranq 9,Luiz Gustavo Carvalho,SC,Online
2024-01-16,Chocolate Diet,1,28.21,28.21,ChocoFranq 1,Nicolas Rezende,CE,Franquia
2023-06-06,Chocolate Trufado,2,40.7,81.4,ChocoFranq 3,Lorenzo Silva,CE,Online
2023-12-04,Chocolate Com Morango,9,37.68,339.12,ChocoFranq 6,Davi Lucas Costa,PR,Franquia
2023-06-05,Chocolate Com Caramelo,13,25.53,331.89,ChocoFranq 6,Lorenzo Silva,CE,Franquia
2023-03-09,Chocolate Vegano,6,17.32,103.92,ChocoFranq 6,Juliana Pinto,CE,Online
2023-01-27,Chocolate Com Caramelo,5,15.1,75.5,ChocoFranq 1,Nicole Rodrigues,DF,Online
2023-04-29,Chocolate 70% Cacau,18,40.42,727.56,ChocoFranq 6,Juliana Farias,PE,Online
2023-06-05,Chocolate Meio Amargo,11,29.78,327.58,ChocoFranq 10,Juliana Farias,MG,Online
2023-09-19,Chocolate Zero Açúcar,1,7.28,7.28,ChocoFranq 2,Nicolas Rezende,RJ,Online
2024-05-04,Chocolate Branco,8,48.89,391.12,ChocoFranq 9,Juliana Pinto,SC,Online
2024-03-03,Chocolate Diet,10,10.47,104.7,ChocoFranq 5,Juliana Farias,PR,Online
2023-05-16,Chocolate Com Morango,16,15.64,250.24,ChocoFranq 2,Rafael Moura,PE,Online
2023-09-30,Chocolate Trufado,17,35.39,601.63,ChocoFranq 1,Valentina Teixeira,RS,Franquia
2024-01-19,Chocolate Com Avelã,13,47.15,612.95,ChocoFranq 3,Isaac Costa,PE,Franquia
2024-03-11,Chocolate Com Caramelo,6,37.74,226.44,ChocoFranq 6,Maria Fernanda Costa,RJ,Online
2023-03-16,Chocolate Trufado,12,40.76,489.12,ChocoFranq 7,Ana Júlia Santos,MG,Online
2023-03-26,Chocolate Com Morango,17,44.89,763.13,ChocoFranq 7,Valentina Teixeira,BA,Online
2023-01-18,Chocolate Com Caramelo,13,38.21,496.73,ChocoFranq 9,Nicole Rodrigues,CE,Online
2023-11-07,Chocolate Com Castanha,19,19.08,362.52,ChocoFranq 2,Dr. Ryan Caldeira,BA,Franquia
2023-07-30,Chocolate Com Amêndoas,5,43.38,216.9,ChocoFranq 4,Lorenzo Silva,DF,Online
2023-06-13,Chocolate Trufado,4,9.34,37.36,ChocoFranq 9,Nicole Rodrigues,SC,Online
2023-12-17,Chocolate Com Avelã,20,21.62,432.4,ChocoFranq 9,Fernando Silva,BA,Online
2023-05-18,Chocolate Zero Açúcar,20,48.66,973.2,ChocoFranq 6,Valentina Teixeira,SP,Online
2023-11-29,Chocolate Meio Amargo,20,10.46,209.2,ChocoFranq 2,Lorenzo Silva,PE,Franquia
2023-02-10,Chocolate Zero Açúcar,17,27.97,475.49,ChocoFranq 6,Catarina Farias,RS,Online
2023-05-17,Chocolate Ao Leite,3,24.23,72.69,ChocoFranq 8,Marcela Dias,SP,Franquia
2023-08-04,Chocolate Com Avelã,10,22.03,220.3,ChocoFranq 1,Marcela Dias,MG,Franquia
2023-11-28,Chocolate Com Avelã,15,28.5,427.5,ChocoFranq 2,Calebe Freitas,RS,Online
2024-04-28,Chocolate Com Morango,17,37.23,632.91,ChocoFranq 9,Henrique Araújo,PE,Online
2023-08-25,Chocolate Com Castanha,16,47.8,764.8,ChocoFranq 3,Leandro Oliveira,RJ,Online
2024-02-01,Chocolate Com Avelã,9,17.09,153.81,ChocoFranq 9,Maria Fernanda Costa,SP,Online
2023-08-09,Chocolate Zero Açúcar,11,10.98,120.78,ChocoFranq 1,Rafaela Peixoto,SC,Franquia
2024-01-20,Chocolate Com Castanha,8,7.08,56.64,ChocoFranq 3,Isaac Costa,PE,Franquia
2023-07-03,Chocolate Ao Leite,20,48.63,972.6,ChocoFranq 7,Dr. Ryan Caldeira,SP,Franquia
2023-03-31,Chocolate Meio Amargo,3,8.24,24.72,ChocoFranq 10,Kamilly Sales,PE,Franquia
2023-10-11,Chocolate 70% Cacau,14,19.13,267.82,ChocoFranq 2,Davi Lucas Costa,PR,Online
2023-02-19,Chocolate Com Menta,3,12.71,38.13,ChocoFranq 10,Juliana Farias,MG,Online
2023-08-05,Chocolate Com Caramelo,13,42.76,555.88,ChocoFranq 7,Calebe Freitas,MG,Franquia
2023-07-09,Chocolate Com Avelã,16,13.95,223.2,ChocoFranq 6,Maria Fernanda Costa,RS,Online
2023-09-15,Chocolate Meio Amargo,1,9.01,9.01,ChocoFranq 4,Leandro Oliveira,RJ,Online
2023-03-07,Chocolate Diet,2,30.28,60.56,ChocoFranq 4,Nicole Rodrigues,RS,Franquia
2023-12-09,Chocolate Recheado,1,42.42,42.42,ChocoFranq 4,João Gabriel Cavalcanti,RJ,Online
2023-04-22,Chocolate Meio Amargo,11,11.06,121.66,ChocoFranq 3,Isadora Moura,RJ,Online
2024-01-05,Chocolate Zero Açúcar,16,38.41,614.56,ChocoFranq 7,Catarina Farias,MG,Online
2023-07-18,Chocolate Com Castanha,7,34.43,241.01,ChocoFranq 7,Guilherme Porto,PR,Franquia
2023-09-23,Chocolate Ao Leite,10,13.13,131.3,ChocoFranq 4,Davi Lucas Costa,SC,Online
2023-07-29,Chocolate 70% Cacau,6,34.63,207.78,ChocoFranq 8,Henrique Araújo,DF,Online
2023-12-05,Chocolate Diet,17,45.26,769.42,ChocoFranq 7,Ana Júlia Santos,RS,Online
2024-03-01,Chocolate Com Menta,18,48.85,879.3,ChocoFranq 5,Valentina Teixeira,RS,Franquia
2024-01-17,Chocolate Meio Amargo,3,36.45,109.35,ChocoFranq 1,Lorenzo Silva,RJ,Online
2023-11-12,Chocolate Com Amêndoas,7,10.72,75.04,ChocoFranq 8,Valentina Teixeira,RJ,Online
2023-11-07,Chocolate Com Menta,15,42.28,634.2,ChocoFranq 6,Calebe Freitas,RJ,Online
2023-07-21,Chocolate Com Menta,20,39.21,784.2,ChocoFranq 3,Isadora Moura,SC,Franquia
2023-12-14,Chocolate Zero Açúcar,10,16.7,167.0,ChocoFranq 4,Leandro Moreira,SC,Online
2024-04-26,Chocolate Vegano,7,10.98,76.86,ChocoFranq 3,Olivia da Mota,MG,Franquia
2023-06-15,Chocolate 70% Cacau,15,34.17,512.55,ChocoFranq 3,Rafael Moura,BA,Franquia
2023-12-12,Chocolate 70% Cacau,1,41.73,41.73,ChocoFranq 8,Alexandre Freitas,PR,Online
2024-03-04,Chocolate Com Castanha,11,17.74,195.14,ChocoFranq 3,Marcela Dias,SP,Online
2023-04-30,Chocolate Diet,18,15.04,270.72,ChocoFranq 4,Alexandre Freitas,DF,Online
